,house_details,price_lakh,other_details
43,"2 BHK Villa  - 1,000 sq ftHitashie Empire CityAnora Kala, Lucknow",49.5,StatusReady to moveBathrooms2New/ResaleNew
44,Hitashie Empire City ,49.5,"TypeVillaAreaView Floor Plans1,000 - 1,500 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
45,"2 BHK Independent House  - 1,002 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusReady to moveBathrooms2New/ResaleNew
46,"2 BHK Independent House  - 1,001 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusReady to moveBathrooms2New/ResaleNew
47,"2 BHK Independent House  - 900 sq ftSitapur Road, Lucknow",22.5,Carpet area700 sq ftStatusReady to moveBathrooms2New/ResaleNew
48,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusReady to moveBathrooms2New/ResaleNew
49,"2 BHK Villa  - 1,200 sq ftSitapur Road, Lucknow",32,Carpet area934 sq ftStatusReady to moveBathrooms2New/ResaleNew
50,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusReady to moveBathrooms2New/ResaleNew
51,"2 BHK Independent House  - 1,003 sq ftSitapur Road, Lucknow",25,Carpet area740 sq ftStatusReady to moveBathrooms2New/ResaleNew
52,"2 BHK Independent House  - 1,200 sq ftSitapur Road, Lucknow",32,Carpet area740 sq ftStatusReady to moveBathrooms2New/ResaleNew
53,"2 BHK Villa  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusReady to moveBathrooms2New/ResaleNew
54,"2 BHK Independent House  - 1,004 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusReady to moveBathrooms2New/ResaleNew
55,"2 BHK Villa  - 1,000 sq ftBakshi Ka Talab, Lucknow",25,Carpet area740 sq ftStatusReady to moveBathrooms2New/ResaleNew
56,"2 BHK Independent House  - 1,001 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusReady to moveBathrooms2New/ResaleNew
57,"2 BHK Independent House  - 901 sq ftSitapur Road, Lucknow",22.5,Carpet area700 sq ftStatusReady to moveBathrooms2New/ResaleNew
58,"2 BHK Independent House  - 1,001 sq ftSitapur Road, Lucknow",25,Carpet area740 sq ftStatusReady to moveBathrooms2New/ResaleNew
59,"2 BHK Independent House  - 1,001 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusReady to moveBathrooms2New/ResaleNew
60,"2 BHK Villa  - 1,000 sq ftSitapur Road, Lucknow",25,Carpet area740 sq ftStatusReady to moveBathrooms2New/ResaleNew
61,"2 BHK Independent House  - 900 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusReady to moveBathrooms2Balconies1
62,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusReady to moveBathrooms2Balconies1
63,"2 BHK Independent House  - 1,200 sq ftSitapur Road, Lucknow",32,Carpet area934 sq ftStatusReady to moveBathrooms2New/ResaleNew
64,"2 BHK Independent House  - 1,000 sq ft Kiran Enclave Kursi Road LucknowKursi Road, Lucknow",30,Carpet area740 sq ftStatusReady to moveBathrooms2New/ResaleNew
65,"2 BHK Villa  - 1,200 sq ftSitapur Road, Lucknow",32,Carpet area934 sq ftStatusReady to moveBathrooms2New/ResaleNew
66,"2 BHK Villa  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusReady to moveBathrooms2New/ResaleNew
67,"2 BHK Villa  - 1,250 sq ft Yash Park city adjacent shalimar paradaise gardenFaizabad Road, Lucknow",46.99,Carpet area1000 sq ftStatusReady to moveBathrooms1Additional Rooms1 rooms(pooja room)
68,"2 BHK Villa  - 1,100 sq ft rolex janki janki viharMalhaur Station Road, Lucknow",45,StatusReady to moveBathrooms2Additional Rooms1 rooms(study room)
69,"2 BHK Villa  - 1,250 sq ft Rolex yash park cityFaizabad Road, Lucknow",47,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
70,"2 BHK Villa  - 1,250 sq ft Yash park city safedabadFaizabad Road, Lucknow",49.9,StatusReady to moveBathrooms2Additional Rooms1 rooms(study room)
71,"2 BHK Villa  - 1,250 sq ft Yash park city villaFaizabad Road, Lucknow",49.9,StatusReady to moveBathrooms2New/ResaleNew
72,"2 BHK Independent House  - 1,000 sq ft makan opp to amity new campusGomti Nagar Extension, Lucknow",50,StatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
73,"2 BHK Villa  - 1,250 sq ftYash Elite VillasChinhat, Lucknow",50,Carpet area1000 sq ftStatusUnder ConstructionBathrooms2New/ResaleNew
74,Yash Elite Villas ,45,"TypeVillaAreaView Floor Plans1,250 - 1,900 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
75,"2 BHK Villa  - 1,000 sq ftYash Park CityUattardhona, Lucknow",42,StatusReady to moveBathrooms2New/ResaleResale
76,Yash Park City ,44,"TypeVilla, IndependentHouseAreaView Floor Plans1,000 - 1,250 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
77,"2 BHK Villa  - 1,250 sq ftYash Elite VillasChinhat, Lucknow",50,Carpet area1000 sq ftStatusReady to moveBathrooms2New/ResaleNew
78,Yash Elite Villas ,45,"TypeVillaAreaView Floor Plans1,250 - 1,900 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
79,"2 BHK Villa  - 1,250 sq ftYash Elite VillasChinhat, Lucknow",50,Carpet area1000 sq ftStatusReady to moveBathrooms2New/ResaleNew
80,Yash Elite Villas ,45,"TypeVillaAreaView Floor Plans1,250 - 1,900 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
81,"2 BHK Villa  - 1,250 sq ft Yash park city villaFaizabad Road, Lucknow",42,StatusReady to moveBathrooms2New/ResaleNew
82,"2 BHK Villa  - 1,250 sq ftYash Park CityUattardhona, Lucknow",42,StatusReady to moveBathrooms2New/ResaleResale
83,Yash Park City ,44,"TypeVilla, IndependentHouseAreaView Floor Plans1,000 - 1,250 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
84,"2 BHK Villa  - 1,250 sq ftYash Park CityUattardhona, Lucknow",42,StatusReady to moveBathrooms2New/ResaleNew
85,Yash Park City ,44,"TypeVilla, IndependentHouseAreaView Floor Plans1,000 - 1,250 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
86,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusReady to moveBathrooms2New/ResaleNew
87,"2 BHK Villa  - 1,000 sq ftSitapur Road, Lucknow",25,Carpet area740 sq ftStatusReady to moveBathrooms2New/ResaleNew
88,"2 BHK Villa  - 1,250 sq ftYash Park CityUattardhona, Lucknow",50,StatusReady to moveBathrooms2New/ResaleResale
89,Yash Park City ,44,"TypeVilla, IndependentHouseAreaView Floor Plans1,000 - 1,250 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
90,"2 BHK Villa  - 1,200 sq ftSitapur Road, Lucknow",32,Carpet area934 sq ftStatusReady to moveBathrooms2New/ResaleNew
91,"2 BHK Villa  - 1,250 sq ft makan opp to amity new campusNijampur Malhaur, Lucknow",50,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
92,"2 BHK Villa  - 1,200 sq ft ROLEX JANKI VIHARMalhaur Station Road, Lucknow",45.99,Carpet area1100 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(study room)
93,"2 BHK Villa  - 1,250 sq ft Yash Park city near shalimar paradiseFaizabad Road, Lucknow",46.5,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
94,"2 BHK Villa  - 1,200 sq ft yash park citymatiyariFaizabad Road, Lucknow",45.5,StatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
95,"2 BHK Villa  - 1,200 sq ft Janki viharnear eldico tirahaGomti Nagar, Lucknow",50,StatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
96,"2 BHK Villa  - 1,250 sq ft Amantran villa tiwariganjFaizabad Road, Lucknow",50,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
97,"2 BHK Villa  - 1,250 sq ft Janki vihar colonyCHINHAT TIRAHA, Lucknow",45,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
98,"2 BHK Villa  - 1,250 sq ftYash Park CityUattardhona, Lucknow",42,StatusReady to moveBathrooms2New/ResaleNew
99,Yash Park City ,44,"TypeVilla, IndependentHouseAreaView Floor Plans1,000 - 1,250 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
100,"2 BHK Villa  - 1,250 sq ftYash Park CityUattardhona, Lucknow",42,StatusReady to moveBathrooms2New/ResaleResale
101,Yash Park City ,44,"TypeVilla, IndependentHouseAreaView Floor Plans1,000 - 1,250 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
102,"2 BHK Villa  - 1,250 sq ft yash park city safedabadLucknow Faizabad Road, Lucknow",46,StatusReady to moveBathrooms2New/ResaleNew
103,"2 BHK Villa  - 1,250 sq ft amity villaNijampur Malhaur, Lucknow",50,StatusReady to moveBathrooms2New/ResaleNew
104,"2 BHK Villa  - 1,250 sq ft Elite villaChinhat, Lucknow",45,StatusReady to moveBathrooms2New/ResaleNew
105,"2 BHK Villa  - 1,250 sq ftYash Park CityUattardhona, Lucknow",46,StatusReady to moveBathrooms2New/ResaleNew
106,Yash Park City ,44,"TypeVilla, IndependentHouseAreaView Floor Plans1,000 - 1,250 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
107,"2 BHK Villa  - 1,200 sq ft Yash park city safedabadFaizabad Road, Lucknow",46,StatusReady to moveBathrooms2Balconies1
108,"2 BHK Villa  - 1,250 sq ft Elite villaMalhaur Railway Station Road, Lucknow",50,StatusReady to moveBathrooms2New/ResaleNew
109,"2 BHK Villa  - 1,000 sq ft amity villaAmity University Road, Lucknow",50,StatusReady to moveBathrooms2New/ResaleNew
110,"2 BHK Villa  - 1,000 sq ft Amity villaGomti Nagar Extension, Lucknow",40,StatusReady to moveBathrooms2New/ResaleNew
111,"2 BHK Villa  - 800 sq ft Amity villaLolai, Lucknow",35,StatusReady to moveBathrooms2New/ResaleNew
112,"2 BHK Villa  - 1,250 sq ft Amity villaAmity Road, Lucknow",50,StatusReady to moveBathrooms2New/ResaleNew
113,"2 BHK Villa  - 1,250 sq ft 2bhk villa opp to amity new campusNijampur Malhaur, Lucknow",50,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
114,"2 BHK Villa  - 1,000 sq ft 2BHK MAKAN NEAR RAMA DEGREE COLLEGEChinhat Satrik Road, Lucknow",49,StatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
115,"2 BHK Independent House  - 1,000 sq ftBakshi Ka Talab, Lucknow",32,Carpet area900 sq ftStatusReady to moveBathrooms2New/ResaleNew
116,"2 BHK Independent House  - 800 sq ftGosainganj, Lucknow",20,StatusUnder ConstructionBathrooms2New/ResaleNew
117,"1 RK Studio Apartment  - 450 sq ftGosainganj, Lucknow",12,StatusUnder ConstructionBathrooms1New/ResaleNew
118,"2 BHK Independent House  - 900 sq ftDubagga, Lucknow",26,Carpet area800 sq ftStatusUnder ConstructionBathrooms2New/ResaleNew
119,"2 BHK Independent House  - 1,200 sq ftDubagga, Lucknow",33,StatusUnder ConstructionBathrooms2New/ResaleNew
