,house_details,price_lakh,other_details
15,Halwasiya Shivlar Sambandh Phase 1 ,23,TypeVillaCarpet Area422 - 633 sq ftStatusNew Launch
16,"3 BHK Independent House  - 850 sq ft Swapnil Shaubhagya Phase 3 extOmaxe Avennue, Lucknow",30,Carpet area700 sq ftStatusReady to moveBathrooms2Balconies1
17,"3 BHK Independent House  - 1,000 sq ftjankipuram vistar, Lucknow",36,Carpet area950 sq ftStatusUnder ConstructionBathrooms2New/ResaleResale
18,"3 BHK Independent House  - 1,000 sq ftjankipuram vistar, Lucknow",36,Carpet area950 sq ftStatusUnder ConstructionBathrooms2New/ResaleResale
19,"3 BHK Independent House  - 1,000 sq ftjankipuram vistar, Lucknow",36,Carpet area950 sq ftStatusUnder ConstructionBathrooms2New/ResaleResale
20,"3 BHK Independent House  - 1,000 sq ftjankipuram vistar, Lucknow",36,Carpet area950 sq ftStatusUnder ConstructionBathrooms2New/ResaleResale
21,"3 BHK Independent House  - 1,000 sq ftjankipuram vistar, Lucknow",36,Carpet area950 sq ftStatusUnder ConstructionBathrooms2New/ResaleResale
22,"2 BHK Independent House  - 804 sq ft Destiny homesKanpur Lucknow Road, Lucknow",19.8,Carpet area775 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(study room)
23,"3 BHK Independent House  - 1,000 sq ftjankipuram vistar, Lucknow",36,Carpet area950 sq ftStatusUnder ConstructionBathrooms2New/ResaleResale
24,"3 BHK Independent House  - 700 sq ftKursi Road, Lucknow",36,StatusReady to moveBathrooms3New/ResaleNew
25,"2 BHK Independent House  - 925 sq ft Customize HomesKursi Road, Lucknow",41.62,"StatusReady to moveBathrooms2Additional Rooms3 rooms(study room, servant room, pooja room)"
26,"2 BHK Villa  - 1,410 sq ft Villa rolex groupFaizabad Road, Lucknow",50,StatusReady to moveBathrooms3Additional Rooms1 rooms(pooja room)
27,"3 BHK Villa  - 1,500 sq ft Amity ke paas villaAmity University Road, Lucknow",50,StatusReady to moveBathrooms3Additional Rooms1 rooms(pooja room)
28,"2 BHK Villa  - 1,000 sq ftHitashie Empire CityAnora Kala, Lucknow",49.5,StatusUnder ConstructionBathrooms2Additional Rooms1 rooms(pooja room)
29,Hitashie Empire City ,49.5,"TypeVillaAreaView Floor Plans1,000 - 1,500 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
30,"2 BHK Villa  - 800 sq ft villa sale prem nagar lolai marketAmity University Road, Lucknow",38,StatusUnder ConstructionBathrooms2Additional Rooms1 rooms(pooja room)
31,"2 BHK Villa  - 1,250 sq ft 2BHK VILLAAmity University Road, Lucknow",50,StatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
32,"2 BHK Independent House  - 1,250 sq ft Krishna Villaopp to amity new campusNijampur Malhaur, Lucknow",49,StatusReady to moveBathrooms2Additional Rooms1 rooms(study room)
33,"2 BHK Villa  - 800 sq ft amity villaNijampur Malhaur, Lucknow",38,StatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
34,"2 BHK Independent House  - 1,000 sq ftKanpur Lucknow Road, Lucknow",29.9,Carpet area950 sq ftStatusReady to moveBathrooms2Balconies2
35,"3 BHK Independent House  - 1,500 sq ft Purvanchal viharAliganj, Lucknow",38,"Carpet area1124 sq ftStatusReady to moveBathrooms3Additional Rooms3 rooms(study room, servant room, pooja room)"
36,"3 BHK Independent House  - 1,500 sq ft Purvanchal viharAliganj, Lucknow",38,"Carpet area1124 sq ftStatusReady to moveBathrooms3Additional Rooms3 rooms(study room, servant room, pooja room)"
37,"3 BHK Independent House  - 1,500 sq ft Purvanchal viharJankipuram, Lucknow",38,"Carpet area1124 sq ftStatusReady to moveBathrooms3Additional Rooms3 rooms(study room, servant room, pooja room)"
38,"3 BHK Independent House  - 1,500 sq ft Purvanchal viharJankipuram, Lucknow",38,"Carpet area1124 sq ftStatusReady to moveBathrooms3Additional Rooms3 rooms(study room, servant room, pooja room)"
39,"2 BHK Independent House  - 1,150 sq ftJankipuram Garden Road, Lucknow",45,Carpet area1000 sq ftStatusReady to moveBathrooms2Balconies1
40,"2 BHK Villa  - 950 sq ftIndira Nagar, Lucknow",19,Carpet area600 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
41,"2 BHK Independent House  - 1,200 sq ftKursi Road, Lucknow",36,StatusReady to moveBathrooms2New/ResaleNew
42,"2 BHK Independent House  - 1,000 sq ft Smart city homeDeva Road, Lucknow",38,"Carpet area960 sq ftStatusReady to moveBathrooms2Additional Rooms2 rooms(study room, pooja room)"
43,"2 BHK Independent House  - 1,032 sq ft rukmani vihaarSitapur Road, Lucknow",40,"Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms2 rooms(study room, pooja room)"
44,"2 BHK Independent House  - 1,250 sq ftKursi Road, Lucknow",38,Carpet area977 sq ftStatusReady to moveBathrooms2New/ResaleNew
45,"2 BHK Independent House  - 972 sq ft hira vihar phase 8Jankipuram, Lucknow",42,StatusReady to moveBathrooms2Balconies1
46,"2 BHK Independent House  - 850 sq ftGomti Nagar Extension, Lucknow",44,Carpet area800 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(study room)
47,"2 BHK Independent House  - 800 sq ftIBIS Zam EnclaveGomti Nagar, Lucknow",38,Carpet area700 sq ftStatusReady to moveBathrooms2Balconies1
48,IBIS Zam Enclave ,50.76,"TypeBuilderFloor, Villa, IndependentHouseCarpet Area1,041 - 1,219 sq ftStatusReady to Move"
49,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusReady to moveBathrooms2Balconies1
50,"2 BHK Independent House  - 930 sq ftIIM Road, Lucknow",33.44,Carpet area850 sq ftStatusReady to moveBathrooms2Balconies1
51,"2 BHK Villa  - 950 sq ft IBIS dream villaIIM Road, Lucknow",44,Carpet area900 sq ftStatusReady to moveBathrooms2Balconies2
52,"2 BHK Independent House  - 402 sq ft Greenica homesSitapur Road, Lucknow",9,Carpet area395 sq ftStatusReady to moveBathrooms2Balconies2
53,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusReady to moveBathrooms2Balconies1
54,"2 BHK Independent House  - 800 sq ftIBIS Zam EnclaveGomti Nagar, Lucknow",38,Carpet area700 sq ftStatusReady to moveBathrooms2Balconies1
55,IBIS Zam Enclave ,50.76,"TypeBuilderFloor, Villa, IndependentHouseCarpet Area1,041 - 1,219 sq ftStatusReady to Move"
56,"2 BHK Villa  - 1,100 sq ft Smart city villasChinhat Dewa Road, Lucknow",32,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
57,"1 BHK Independent House  - 402 sq ft Dsdtiny homesKanpur Lucknow Road, Lucknow",8.9,Carpet area375 sq ftStatusReady to moveBathrooms1Additional Rooms1 rooms(servant room)
58,"3 BHK Villa  - 1,300 sq ft Dream villa IIIIM Road, Lucknow",45,Carpet area900 sq ftStatusReady to moveBathrooms2Balconies1
59,"3 BHK Independent House  - 1,250 sq ft Amity houseGomti Nagar Extension, Lucknow",40,Carpet area860 sq ftStatusReady to moveBathrooms2Balconies1
60,"2 BHK Independent House  - 1,200 sq ftKursi Road, Lucknow",36,Carpet area740 sq ftStatusReady to moveBathrooms2Balconies1
61,"2 BHK Independent House  - 1,150 sq ftFaizabad Deva Bypass Road, Lucknow",32,Carpet area950 sq ftStatusReady to moveBathrooms2Balconies1
62,"2 BHK Independent House  - 1,100 sq ftFaizabad Road, Lucknow",32,Carpet area1000 sq ftStatusReady to moveBathrooms2Balconies1
63,"2 BHK Independent House  - 1,200 sq ftKursi Road, Lucknow",36,Carpet area934 sq ftStatusReady to moveBathrooms2Balconies1
64,"2 BHK Independent House  - 804 sq ft Desire homesSitapur Road, Lucknow",19.5,Carpet area800 sq ftStatusReady to moveBathrooms2Balconies1
65,"1 BHK Independent House  - 402 sq ft Desire homesSitapur Road, Lucknow",9.9,Carpet area400 sq ftStatusReady to moveBathrooms1Balconies1
66,"3 BHK Villa  - 1,000 sq ftGomtipuram VillasGomti Nagar Extension, Lucknow",6.99,"Carpet area60 sq ftStatusReady to moveBathrooms1Additional Rooms3 rooms(study room, servant room, pooja room)"
67,Gomtipuram Villas ,6.99,"TypeVilla, PlotAreaView Floor Plans1,000 - 1,500 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
68,"2 BHK Independent House  - 1,100 sq ft shipra cityChinhat Satrik Road, Lucknow",29,Carpet area500 sq ftStatusReady to moveBathrooms2Balconies2
69,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusReady to moveBathrooms2Balconies1
70,"2 BHK Independent House  - 860 sq ftGomti Nagar Extension, Lucknow",40,Carpet area800 sq ftStatusReady to moveBathrooms3Balconies1
71,"3 BHK Independent House  - 1,250 sq ftKanpur Lucknow Road, Lucknow",40,Carpet area860 sq ftStatusReady to moveBathrooms2Balconies1
72,"3 BHK Independent House  - 700 sq ftKursi Road, Lucknow",22,Carpet area650 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(study room)
73,"2 BHK Independent House  - 800 sq ftIBIS Zam EnclaveGomti Nagar, Lucknow",38,Carpet area700 sq ftStatusReady to moveBathrooms2Balconies1
74,IBIS Zam Enclave ,50.76,"TypeBuilderFloor, Villa, IndependentHouseCarpet Area1,041 - 1,219 sq ftStatusReady to Move"
75,"1 BHK Independent House  - 402 sq ftSitapur Road, Lucknow",8.9,Carpet area395 sq ftStatusReady to moveBathrooms1Balconies1
76,"2 BHK Independent House  - 402 sq ftKanpur Lucknow Road, Lucknow",8.9,Carpet area395 sq ftStatusReady to moveBathrooms1Balconies1
77,"3 BHK Villa  - 1,000 sq ftGomtipuram VillasGomti Nagar Extension, Lucknow",6.99,"Carpet area60 sq ftStatusReady to moveBathrooms1Additional Rooms3 rooms(study room, servant room, pooja room)"
78,Gomtipuram Villas ,6.99,"TypeVilla, PlotAreaView Floor Plans1,000 - 1,500 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
79,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",28,Carpet area740 sq ftStatusReady to moveBathrooms2Balconies1
80,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusReady to moveBathrooms2Balconies1
81,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusReady to moveBathrooms2Balconies1
82,"2 BHK Independent House  - 900 sq ftKanpur Lucknow Road, Lucknow",22,Carpet area800 sq ftStatusReady to moveBathrooms2Balconies1
83,"2 BHK Independent House  - 850 sq ft Independent houseGOMTI NAGAR EXT SECTOR 6, Lucknow",38,"Carpet area800 sq ftStatusReady to moveBathrooms2Additional Rooms3 rooms(study room, servant room, pooja room)"
84,"2 BHK Independent House  - 750 sq ft Dh2 pairadiseJankipuram Extension, Lucknow",25.5,Carpet area700 sq ftStatusUnder ConstructionBathrooms1New/ResaleNew
85,"3 BHK Independent House  - 1,300 sq ft Row housesRai Bareilly road, Lucknow",45.5,"Carpet area800 sq ftStatusReady to moveBathrooms3Additional Rooms3 rooms(study room, servant room, pooja room)"
86,"2 BHK Independent House  - 1,050 sq ftIIM Road, Lucknow",37.8,Carpet area966 sq ftStatusReady to moveBathrooms2Balconies1
87,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusReady to moveBathrooms2New/ResaleNew
88,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusReady to moveBathrooms2Balconies1
