,house_details,price_lakh,other_details
24,"2 BHK Villa  - 1,250 sq ftAK Dreem Green City Phase 3Sultanpur Road, Lucknow",30,StatusUnder ConstructionNew/ResaleNewPrice NegotiableNo
25,AK Dreem Green City Phase 3 ,1,"TypeVilla, PlotAreaView Floor Plans450 - 1,800 sq fti* 1 sq M = 10.76 sq ftStatusUnder Construction"
26,"2 BHK Villa  - 800 sq ftAK Dreem Green City Phase 3Sultanpur Road, Lucknow",22,StatusUnder ConstructionNew/ResaleNewPrice NegotiableNo
27,AK Dreem Green City Phase 3 ,1,"TypeVilla, PlotAreaView Floor Plans450 - 1,800 sq fti* 1 sq M = 10.76 sq ftStatusUnder Construction"
28,"2 BHK Villa  - 600 sq ftAK Dreem Green City Phase 3Sultanpur Road, Lucknow",20,StatusUnder ConstructionNew/ResaleNewPrice NegotiableNo
29,AK Dreem Green City Phase 3 ,1,"TypeVilla, PlotAreaView Floor Plans450 - 1,800 sq fti* 1 sq M = 10.76 sq ftStatusUnder Construction"
30,"1 BHK Villa  - 450 sq ftAK Dreem Green City Phase 3Sultanpur Road, Lucknow",14,StatusUnder ConstructionNew/ResaleNewPrice NegotiableNo
31,AK Dreem Green City Phase 3 ,1,"TypeVilla, PlotAreaView Floor Plans450 - 1,800 sq fti* 1 sq M = 10.76 sq ftStatusUnder Construction"
32,"2 BHK Independent House  - 1,000 sq ftJankipuram, Lucknow",32,Carpet area800 sq ftStatusReady to moveBathrooms2New/ResaleNew
33,"2 BHK Independent House  - 1,150 sq ftMati Village, Lucknow",38,Carpet area1100 sq ftStatusUnder ConstructionBathrooms2New/ResaleNew
34,"2 BHK Independent House  - 1,000 sq ftMati Village, Lucknow",29.7,Carpet area900 sq ftStatusUnder ConstructionBathrooms2New/ResaleNew
35,"2 BHK Independent House  - 1,010 sq ftMati Village, Lucknow",30.09,Carpet area1000 sq ftStatusUnder ConstructionBathrooms2New/ResaleNew
36,"2 BHK Independent House  - 1,100 sq ftJankipuram, Lucknow",40,Carpet area700 sq ftStatusReady to moveBathrooms2New/ResaleNew
37,"2 BHK Independent House  - 1,100 sq ftJankipuram Extension, Lucknow",40,StatusReady to moveBathrooms2New/ResaleNew
38,"2 BHK Independent House  - 1,263 sq ftJankipuram Extension, Lucknow",48,StatusReady to moveBathrooms2New/ResaleNew
39,"2 BHK Independent House  - 1,263 sq ftJankipuram, Lucknow",48,StatusReady to moveBathrooms2New/ResaleNew
40,"2 BHK Independent House  - 1,263 sq ftJankipuram Extension, Lucknow",45,StatusReady to moveBathrooms2New/ResaleNew
41,"2 BHK Independent House  - 1,260 sq ftjankipuram vistar, Lucknow",50,Carpet area1160 sq ftStatusReady to moveBathrooms2New/ResaleNew
42,"2 BHK Independent House  - 1,000 sq ftJankipuram Extension, Lucknow",39,StatusReady to moveBathrooms2New/ResaleNew
43,"2 BHK Independent House  - 1,000 sq ftJankipuram, Lucknow",40,StatusReady to moveBathrooms2New/ResaleNew
44,"2 BHK Independent House  - 1,000 sq ftjankipuram vistar, Lucknow",40,StatusReady to moveBathrooms2New/ResaleNew
45,"2 BHK Independent House  - 903 sq ftJankipuram Extension, Lucknow",35,StatusReady to moveBathrooms2New/ResaleNew
46,"2 BHK Independent House  - 1,002 sq ftJankipuram Extension, Lucknow",40,StatusReady to moveBathrooms2New/ResaleNew
47,"2 BHK Independent House  - 1,261 sq ftJankipuram Extension, Lucknow",48,StatusReady to moveBathrooms2New/ResaleNew
48,"2 BHK Independent House  - 1,002 sq ftJankipuram, Lucknow",40,StatusReady to moveBathrooms2New/ResaleNew
49,"2 BHK Independent House  - 901 sq ftJankipuram Extension, Lucknow",35,StatusReady to moveBathrooms2New/ResaleNew
50,"2 BHK Independent House  - 1,150 sq ftJankipuram, Lucknow",45,Carpet area900 sq ftStatusReady to moveBathrooms2New/ResaleNew
51,"2 BHK Independent House  - 1,250 sq ftjankipuram vistar, Lucknow",50,Carpet area1100 sq ftStatusReady to moveBathrooms2New/ResaleNew
52,"2 BHK Independent House  - 900 sq ftJankipuram, Lucknow",35.2,StatusReady to moveBathrooms2New/ResaleNew
53,"2 BHK Independent House  - 1,260 sq ftjankipuram vistar, Lucknow",48,Carpet area1160 sq ftStatusReady to moveBathrooms2New/ResaleNew
54,"2 BHK Independent House  - 1,200 sq ftjankipuram vistar, Lucknow",46,StatusReady to moveBathrooms2New/ResaleNew
55,"2 BHK Independent House  - 1,001 sq ftJankipuram, Lucknow",40,StatusReady to moveBathrooms2New/ResaleNew
56,"2 BHK Independent House  - 1,001 sq ftJankipuram Extension, Lucknow",39,StatusReady to moveBathrooms2New/ResaleNew
57,"2 BHK Independent House  - 1,001 sq ftJankipuram Extension, Lucknow",40,StatusReady to moveBathrooms2New/ResaleNew
58,"2 BHK Independent House  - 1,201 sq ftJankipuram, Lucknow",46,StatusReady to moveBathrooms2New/ResaleNew
59,"2 BHK Independent House  - 1,201 sq ftJankipuram Extension, Lucknow",46,StatusReady to moveBathrooms2New/ResaleNew
60,"2 BHK Independent House  - 1,005 sq ftJankipuram Extension, Lucknow",39,StatusReady to moveBathrooms2New/ResaleNew
61,"2 BHK Independent House  - 1,005 sq ftJankipuram, Lucknow",39,StatusReady to moveBathrooms2New/ResaleNew
62,"2 BHK Independent House  - 1,264 sq ftJankipuram, Lucknow",45,StatusReady to moveBathrooms2New/ResaleNew
63,"2 BHK Independent House  - 1,264 sq ftJankipuram Extension, Lucknow",45,StatusReady to moveBathrooms2New/ResaleNew
64,"3 BHK Villa  - 1,200 sq ftJankipuram, Lucknow",34,Carpet area800 sq ftStatusReady to moveBathrooms3New/ResaleNew
65,"1 BHK Independent House  - 750 sq ftJankipuram, Lucknow",26,Carpet area650 sq ftStatusReady to moveBathrooms2New/ResaleNew
66,"2 BHK Independent House  - 1,100 sq ftjankipuram vistar, Lucknow",40,Carpet area1000 sq ftStatusReady to moveBathrooms2New/ResaleNew
67,"2 BHK Independent House  - 1,100 sq ftJankipuram, Lucknow",40,Carpet area1000 sq ftStatusReady to moveBathrooms2New/ResaleNew
68,"2 BHK Independent House  - 1,100 sq ftJankipuram Extension, Lucknow",40,Carpet area1000 sq ftStatusReady to moveBathrooms2New/ResaleNew
69,"2 BHK Independent House  - 1,000 sq ftNeel Matha, Lucknow",40,Carpet area900 sq ftStatusReady to moveBathrooms2New/ResaleNew
70,"2 BHK Independent House  - 1,200 sq ftCantonment, Lucknow",32,Carpet area700 sq ftStatusReady to moveBathrooms2New/ResaleNew
71,"2 BHK Independent House  - 1,300 sq ftNeel Matha, Lucknow",40,Carpet area600 sq ftStatusReady to moveBathrooms2New/ResaleNew
72,"2 BHK Independent House  - 1,000 sq ftNeel Matha, Lucknow",36,Carpet area900 sq ftStatusReady to moveBathrooms2New/ResaleNew
73,"2 BHK Independent House  - 1,000 sq ftCantonment, Lucknow",35,Carpet area900 sq ftStatusReady to moveBathrooms2New/ResaleNew
74,"2 BHK Independent House  - 1,100 sq ftCantonment, Lucknow",38,Carpet area1000 sq ftStatusReady to moveBathrooms2New/ResaleNew
75,"1 BHK Independent House  - 1,100 sq ftNeel Matha, Lucknow",40,Carpet area1000 sq ftStatusReady to moveBathrooms2New/ResaleNew
76,"2 BHK Independent House  - 1,000 sq ftCantonment, Lucknow",38,Carpet area900 sq ftStatusReady to moveBathrooms2New/ResaleNew
77,"2 BHK Independent House  - 1,000 sq ftNeel Matha, Lucknow",37,Carpet area900 sq ftStatusReady to moveBathrooms2New/ResaleNew
78,"2 BHK Independent House  - 1,260 sq ftJankipuram, Lucknow",48,Carpet area1160 sq ftStatusReady to moveBathrooms2New/ResaleNew
79,"2 BHK Independent House  - 1,260 sq ftjankipuram vistar, Lucknow",48,Carpet area1160 sq ftStatusReady to moveBathrooms2New/ResaleNew
80,"2 BHK Independent House  - 1,260 sq ftJankipuram Extension, Lucknow",48,Carpet area1160 sq ftStatusReady to moveBathrooms2New/ResaleNew
81,"2 BHK Independent House  - 1,150 sq ftjankipuram vistar, Lucknow",45,Carpet area1010 sq ftStatusReady to moveBathrooms2New/ResaleNew
82,"2 BHK Independent House  - 1,125 sq ftjankipuram vistar, Lucknow",49.5,Carpet area1025 sq ftStatusReady to moveBathrooms2New/ResaleNew
83,"2 BHK Independent House  - 1,150 sq ftJankipuram, Lucknow",45,Carpet area1010 sq ftStatusReady to moveBathrooms2New/ResaleNew
84,"2 BHK Independent House  - 1,150 sq ftJankipuram Extension, Lucknow",45,Carpet area1010 sq ftStatusReady to moveBathrooms2New/ResaleNew
85,"2 BHK Independent House  - 1,200 sq ftJankipuram, Lucknow",42.5,Carpet area1100 sq ftStatusReady to moveBathrooms2New/ResaleNew
86,"2 BHK Independent House  - 1,200 sq ftjankipuram vistar, Lucknow",42.5,Carpet area1100 sq ftStatusReady to moveBathrooms2New/ResaleNew
87,"2 BHK Independent House  - 1,000 sq ftjankipuram vistar, Lucknow",43.5,Carpet area875 sq ftStatusReady to moveBathrooms2New/ResaleNew
88,"2 BHK Independent House  - 1,200 sq ftJankipuram Extension, Lucknow",42.5,Carpet area1100 sq ftStatusReady to moveBathrooms2New/ResaleNew
89,"2 BHK Independent House  - 1,000 sq ftJankipuram, Lucknow",43.5,Carpet area875 sq ftStatusReady to moveBathrooms2New/ResaleNew
90,"2 BHK Independent House  - 1,000 sq ftJankipuram Extension, Lucknow",43.5,Carpet area875 sq ftStatusReady to moveBathrooms2New/ResaleNew
91,"2 BHK Independent House  - 1,200 sq ftJankipuram, Lucknow",46,Carpet area1100 sq ftStatusReady to moveBathrooms2New/ResaleNew
92,"2 BHK Independent House  - 1,200 sq ftjankipuram vistar, Lucknow",46,Carpet area1100 sq ftStatusReady to moveBathrooms2New/ResaleNew
93,"2 BHK Independent House  - 1,200 sq ftJankipuram Extension, Lucknow",46,Carpet area1100 sq ftStatusReady to moveBathrooms2New/ResaleNew
