,house_details,price_lakh,other_details
16,"2 BHK Villa  - 1,250 sq ft free hold makannear eldico tirahaRama Degree College Road, Lucknow",45,StatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
17,"2 BHK Villa  - 1,000 sq ft yash park citysafedabadFaizabad Road, Lucknow",50,StatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
18,"2 BHK Villa  - 1,000 sq ft row house opp to amity new camposGomti Nagar, Lucknow",50,StatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
19,"2 BHK Villa  - 1,200 sq ft Akhuratha VillasSGPGI Raibareli Road, Lucknow",29,Carpet area1000 sq ftStatusReady to moveBathrooms2Balconies1
20,"2 BHK Villa  - 1,250 sq ft Yash park city safedabadFaizabad Road, Lucknow",48,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
21,"2 BHK Villa  - 1,200 sq ft ROLEX JANKI VIHARRama Degree College Road, Lucknow",46,Carpet area1100 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(study room)
22,"2 BHK Villa  - 1,250 sq ft ROLEX YASHPARK CITYadjecent to shalimar paradiseFaizabad Lucknow Road, Lucknow",46,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
23,"2 BHK Villa  - 1,200 sq ft ROLEX JANKI VIHARRama Degree College Road, Lucknow",46,Carpet area1100 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(study room)
24,"2 BHK Villa  - 1,250 sq ft ROLEX YASHPARK CITYadjecent to shalimar paradiseFaizabad Lucknow Road, Lucknow",46,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
25,"4 BHK Independent House  - 1,000 sq ftBijnor, Lucknow",44,"Carpet area220 sq ftStatusReady to moveBathrooms2Additional Rooms3 rooms(study room, servant room, pooja room)"
26,"2 BHK Villa  - 1,250 sq ft Rolex janki viharGomti Nagar, Lucknow",50,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
27,"2 BHK Villa  - 1,250 sq ft Amantran Villa BBD CollegeFaizabad Road, Lucknow",49,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
28,"2 BHK Villa  - 1,200 sq ft yash park city adjecent shalimar paradaiseFaizabad Road, Lucknow",47,StatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
29,"2 BHK Villa  - 1,250 sq ft janki vihar gomti nagarMalhaur Station Road, Lucknow",46,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
30,"2 BHK Villa  - 1,250 sq ft Yash park city safedabadFaizabad Road, Lucknow",48,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
31,"2 BHK Villa  - 1,250 sq ft Amantran villaFaizabad Road, Lucknow",50,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
32,"2 BHK Villa  - 1,350 sq ft Janki vihar villaChinhat, Lucknow",45,Carpet area1100 sq ftStatusReady to moveBathrooms2Balconies1
33,"2 BHK Villa  - 1,250 sq ft JANKI VIHAR CHINHAT LUCKNOWChinhat, Lucknow",46,Carpet area1100 sq ftStatusReady to moveBathrooms2Balconies1
34,"2 BHK Villa  - 1,100 sq ft Rolex janki viharChinhat, Lucknow",46,StatusReady to moveBathrooms2Balconies1
35,"2 BHK Villa  - 1,100 sq ft janki vihar chinhat lkoMalhaur Station Road, Lucknow",46,StatusReady to moveBathrooms2Balconies1
36,"2 BHK Villa  - 1,250 sq ft Rolex amantran villaFaizabad Road, Lucknow",50,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
37,"2 BHK Independent House  - 1,000 sq ft independent houseChinhat, Lucknow",45,StatusReady to moveBathrooms2New/ResaleNew
38,"2 BHK Villa  - 1,250 sq ft makanRama Degree College Road, Lucknow",50,StatusReady to moveBathrooms2New/ResaleNew
39,"2 BHK Villa  - 1,250 sq ftYash Park CityUattardhona, Lucknow",48,StatusReady to moveBathrooms2New/ResaleResale
40,Yash Park City ,44,"TypeVilla, IndependentHouseAreaView Floor Plans1,000 - 1,250 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
41,"2 BHK Villa  - 1,250 sq ftYash Park CityUattardhona, Lucknow",49,StatusReady to moveBathrooms2New/ResaleResale
42,Yash Park City ,44,"TypeVilla, IndependentHouseAreaView Floor Plans1,000 - 1,250 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
43,"2 BHK Villa  - 1,250 sq ft Yash park city safedabadFaizabad Road, Lucknow",47,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
44,"2 BHK Villa  - 1,250 sq ftYash Elite VillasChinhat, Lucknow",50,Carpet area1000 sq ftStatusReady to moveBathrooms2New/ResaleNew
45,Yash Elite Villas ,45,"TypeVillaAreaView Floor Plans1,250 - 1,900 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
46,"2 BHK Villa  - 1,000 sq ftYash Park CityUattardhona, Lucknow",42,StatusReady to moveBathrooms2New/ResaleNew
47,Yash Park City ,44,"TypeVilla, IndependentHouseAreaView Floor Plans1,000 - 1,250 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
48,"2 BHK Villa  - 1,250 sq ft Yash park city safedabadFaizabad Road, Lucknow",46,StatusReady to moveBathrooms2New/ResaleNew
49,"2 BHK Villa  - 1,000 sq ftKursi Road, Lucknow",40,Carpet area740 sq ftStatusReady to moveBathrooms2New/ResaleNew
50,"2 BHK Independent House  - 1,000 sq ftSitapur Road, Lucknow",25,Carpet area740 sq ftStatusReady to moveBathrooms2New/ResaleNew
51,"2 BHK Villa  - 1,250 sq ftYash Park CityUattardhona, Lucknow",42,StatusReady to moveBathrooms2New/ResaleNew
52,Yash Park City ,44,"TypeVilla, IndependentHouseAreaView Floor Plans1,000 - 1,250 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
53,"2 BHK Villa  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusReady to moveBathrooms2New/ResaleNew
54,"2 BHK Independent House  - 1,000 sq ftSitapur Road, Lucknow",25,Carpet area740 sq ftStatusReady to moveBathrooms2New/ResaleNew
55,"2 BHK Villa  - 1,000 sq ft Yash park citySafedabad, Lucknow",42,StatusReady to moveBathrooms2New/ResaleNew
56,"2 BHK Villa  - 1,250 sq ftYash Park CityUattardhona, Lucknow",42,StatusReady to moveBathrooms2New/ResaleNew
57,Yash Park City ,44,"TypeVilla, IndependentHouseAreaView Floor Plans1,000 - 1,250 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
58,"2 BHK Villa  - 1,200 sq ft Yash park city safedabadFaizabad Road, Lucknow",42,StatusReady to moveBathrooms2New/ResaleNew
59,"2 BHK Villa  - 1,250 sq ft Yash park city safedabadFaizabad Road, Lucknow",42,StatusReady to moveBathrooms2New/ResaleNew
60,"2 BHK Villa  - 1,250 sq ft yash park city safedabadSafedabad, Lucknow",42,StatusReady to moveBathrooms2New/ResaleNew
61,"2 BHK Villa  - 1,250 sq ft yash park city safedabadSafedabad, Lucknow",42,StatusReady to moveBathrooms2New/ResaleNew
62,"2 BHK Villa  - 1,200 sq ft yash park city safedabadLucknow Faizabad Road, Lucknow",42,StatusReady to moveBathrooms2New/ResaleNew
63,"2 BHK Villa  - 1,250 sq ftYash Park CityUattardhona, Lucknow",42,StatusReady to moveBathrooms2New/ResaleResale
64,Yash Park City ,44,"TypeVilla, IndependentHouseAreaView Floor Plans1,000 - 1,250 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
65,"2 BHK Villa  - 1,250 sq ft Yash park city safedabadFaizabad Road, Lucknow",46,StatusReady to moveBathrooms2New/ResaleNew
66,"2 BHK Villa  - 1,250 sq ft Residential PlotChinhat, Lucknow",46,StatusReady to moveBathrooms2New/ResaleNew
67,"3 BHK Villa  - 1,500 sq ft Amity villaAmity Road, Lucknow",50,StatusReady to moveBathrooms3New/ResaleNew
68,"3 BHK Villa  - 1,500 sq ft Amity VillaMalhaur Station Road, Lucknow",50,StatusReady to moveBathrooms3New/ResaleNew
69,"2 BHK Villa  - 1,200 sq ftYash Elite VillasChinhat, Lucknow",49.9,StatusReady to moveBathrooms2New/ResaleResale
70,Yash Elite Villas ,45,"TypeVillaAreaView Floor Plans1,250 - 1,900 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
71,"2 BHK Villa  - 1,000 sq ftYash Park CityUattardhona, Lucknow",42,StatusReady to moveBathrooms2New/ResaleResale
72,Yash Park City ,44,"TypeVilla, IndependentHouseAreaView Floor Plans1,000 - 1,250 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
73,"2 BHK Villa  - 1,250 sq ft Yash park city safedabadFaizabad Road, Lucknow",45,StatusReady to moveBathrooms2New/ResaleNew
74,"2 BHK Villa  - 1,200 sq ft yash park city safedabadLucknow Faizabad Road, Lucknow",44,StatusReady to moveBathrooms2New/ResaleNew
75,"2 BHK Villa  - 900 sq ftSitapur Road, Lucknow",22.5,Carpet area700 sq ftStatusReady to moveBathrooms2New/ResaleNew
76,"2 BHK Villa  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area740 sq ftStatusReady to moveBathrooms2New/ResaleNew
77,"2 BHK Villa  - 1,250 sq ftYash Park CityUattardhona, Lucknow",42,StatusReady to moveBathrooms2New/ResaleNew
78,Yash Park City ,44,"TypeVilla, IndependentHouseAreaView Floor Plans1,000 - 1,250 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
79,"2 BHK Villa  - 800 sq ft amity villaNijampur Malhaur, Lucknow",39,StatusReady to moveBathrooms2New/ResaleNew
80,"2 BHK Villa  - 1,250 sq ftYash Park CityUattardhona, Lucknow",42,StatusReady to moveBathrooms2New/ResaleNew
81,Yash Park City ,44,"TypeVilla, IndependentHouseAreaView Floor Plans1,000 - 1,250 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
82,"2 BHK Villa  - 800 sq ft amity villaNijampur Malhaur, Lucknow",39,StatusReady to moveBathrooms2New/ResaleNew
83,"2 BHK Villa  - 1,250 sq ft Amity villaAmity Road, Lucknow",49,StatusReady to moveBathrooms2New/ResaleNew
84,"2 BHK Villa  - 1,250 sq ft amity villaAmity University Road, Lucknow",50,StatusReady to moveBathrooms2New/ResaleNew
85,"2 BHK Villa  - 1,000 sq ftHitashie Empire CityAnora Kala, Lucknow",49.5,StatusReady to moveBathrooms2New/ResaleNew
86,Hitashie Empire City ,49.5,"TypeVillaAreaView Floor Plans1,000 - 1,500 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
87,"2 BHK Villa  - 1,000 sq ftYash Park CityUattardhona, Lucknow",42,StatusReady to moveBathrooms2New/ResaleResale
88,Yash Park City ,44,"TypeVilla, IndependentHouseAreaView Floor Plans1,000 - 1,250 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
89,"2 BHK Villa  - 1,000 sq ft Row houseShaheed Path, Lucknow",46,Carpet area999 sq ftStatusReady to moveBathrooms2Balconies1
90,"2 BHK Villa  - 750 sq ft Prem Nagar ColonyAmity University Road, Lucknow",37.5,StatusUnder ConstructionBathrooms2Additional Rooms1 rooms(pooja room)
91,"2 BHK Independent House  - 1,250 sq ft makanvijay nagarkhargapur, Lucknow",50,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
92,"2 BHK Villa  - 1,200 sq ft rolex villaMalhaur Station Road, Lucknow",46,Carpet area1100 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(study room)
93,"2 BHK Independent House  - 1,250 sq ft Rolex yash park cityFaizabad Road, Lucknow",47,Carpet area1008 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
94,"2 BHK Villa  - 1,250 sq ft ROLEX YASHPARK CITYFaizabad Road, Lucknow",47,Carpet area1008 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
95,"2 BHK Villa  - 1,200 sq ft yash park city adjecent shalimar gardenFaizabad Road, Lucknow",49,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
96,"2 BHK Independent House  - 1,000 sq ftKursi Road, Lucknow",30,Carpet area900 sq ftStatusReady to moveBathrooms2Balconies1
97,"2 BHK Villa  - 1,250 sq ft Rolex yash park cityFaizabad Road, Lucknow",46.99,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
98,"2 BHK Independent House  - 700 sq ftJankipuram, Lucknow",15,Carpet area600 sq ftStatusReady to moveBathrooms1New/ResaleNew
99,"2 BHK Villa  - 1,000 sq ft yash park city safedabadLucknow Faizabad Road, Lucknow",42,StatusReady to moveBathrooms2New/ResaleNew
100,"2 BHK Villa  - 1,200 sq ft Rolex janki viharChinhat, Lucknow",46,Carpet area1100 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(study room)
101,"2 BHK Villa  - 1,250 sq ft Amantran villaFaizabad Road, Lucknow",50,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
102,"2 BHK Villa  - 995 sq ftSadrauna, Lucknow",38,Carpet area800 sq ftStatusReady to moveBathrooms2Balconies1
103,"2 BHK Villa  - 1,165 sq ftKrishna Nagar, Lucknow",45,Carpet area936 sq ftStatusUnder ConstructionBathrooms1Balconies1
104,"2 BHK Villa  - 1,200 sq ft yash park city adjecent shalimar gardenFaizabad Road, Lucknow",49,Carpet area1000 sq ftStatusReady to moveBathrooms2Additional Rooms1 rooms(pooja room)
105,"2 BHK Villa  - 1,000 sq ft yash park city faijabad roadSafedabad, Lucknow",48.99,StatusUnder ConstructionBathrooms2Additional Rooms1 rooms(pooja room)
106,"2 BHK Villa  - 1,250 sq ft Residential VillaBijnaur Road, Lucknow",45,StatusReady to moveBathrooms2New/ResaleNew
107,"2 BHK Villa  - 1,250 sq ft Yash park city safedabadFaizabad Road, Lucknow",42,StatusReady to moveBathrooms2New/ResaleNew
108,"2 BHK Villa  - 1,250 sq ftYash Park CityUattardhona, Lucknow",42,StatusReady to moveBathrooms2New/ResaleNew
109,Yash Park City ,44,"TypeVilla, IndependentHouseAreaView Floor Plans1,000 - 1,250 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
110,"2 BHK Villa  - 1,200 sq ft Yash park city safedabadFaizabad Road, Lucknow",42,StatusReady to moveBathrooms2New/ResaleNew
111,"2 BHK Villa  - 1,250 sq ft Yash park city safedabadFaizabad Road, Lucknow",46,StatusReady to moveBathrooms2New/ResaleNew
112,"2 BHK Villa  - 1,200 sq ft yash park city safedabadSafedabad, Lucknow",42,StatusReady to moveBathrooms2New/ResaleNew
113,"2 BHK Villa  - 1,200 sq ftYash Elite VillasChinhat, Lucknow",50,StatusReady to moveBathrooms2New/ResaleNew
114,Yash Elite Villas ,45,"TypeVillaAreaView Floor Plans1,250 - 1,900 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
115,"3 BHK Villa  - 1,500 sq ft Amity VillaMalhaur Station Road, Lucknow",50,StatusReady to moveBathrooms3Additional Rooms1 rooms(pooja room)
116,"2 BHK Villa  - 1,200 sq ftHitashie Empire CityAnora Kala, Lucknow",49.5,StatusReady to moveBathrooms2New/ResaleResale
117,Hitashie Empire City ,49.5,"TypeVillaAreaView Floor Plans1,000 - 1,500 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
118,"2 BHK Villa  - 1,000 sq ft Amity villaAmity Road, Lucknow",50,StatusReady to moveBathrooms2New/ResaleNew
