,house_details,price_lakh,other_details
17,"2 BHK Independent House  - 875 sq ftJankipuram Extension, Lucknow",38.5,Carpet area875 sq ftStatusReady to moveBathrooms2New/ResaleNew
18,"2 BHK Independent House  - 850 sq ftJankipuram Extension, Lucknow",38,Carpet area850 sq ftStatusReady to moveBathrooms2New/ResaleNew
19,"2 BHK Independent House  - 800 sq ftJankipuram Extension, Lucknow",40,Carpet area700 sq ftStatusReady to moveBathrooms2New/ResaleNew
20,"3 BHK Independent House  - 1,550 sq ftJankipuram Extension, Lucknow",50,StatusReady to moveBathrooms3New/ResaleNew
21,"3 BHK Independent House  - 1,450 sq ftEldeco II, Lucknow",45,Carpet area1000 sq ftStatusReady to moveBathrooms3New/ResaleNew
22,"3 BHK Independent House  - 1,450 sq ftOmaxe City, Lucknow",47,Carpet area1000 sq ftStatusUnder ConstructionBathrooms3New/ResaleNew
23,"2 BHK Independent House  - 1,300 sq ftYash Park CityUattardhona, Lucknow",49,StatusReady to moveBathrooms2New/ResaleNew
24,Yash Park City ,44,"TypeVilla, IndependentHouseAreaView Floor Plans1,000 - 1,250 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
25,"2 BHK Independent House  - 1,100 sq ftJankipuram Extension, Lucknow",40,StatusReady to moveBathrooms2New/ResaleNew
26,"2 BHK Independent House  - 1,200 sq ftBharavara, Lucknow",40,StatusReady to moveBathrooms2New/ResaleNew
27,"2 BHK Villa  - 1,200 sq ftNijampur Malhaur, Lucknow",45,Carpet area835 sq ftStatusUnder ConstructionBathrooms2New/ResaleNew
28,"2 BHK Villa  - 1,250 sq ftJankipuram Extension, Lucknow",48,Carpet area1080 sq ftStatusReady to moveBathrooms2New/ResaleNew
29,"2 BHK Independent House  - 850 sq ftBharavara, Lucknow",32,StatusUnder ConstructionBathrooms2New/ResaleNew
30,"2 BHK Independent House  - 1,300 sq ftIndraprastha Indrapratha ResidencyAashiyana, Lucknow",44,StatusReady to moveBathrooms2New/ResaleNew
31,Indraprastha Indrapratha Residency ,51.49,"Apartment2,3 bhkAreaView Floor Plans1,250 - 1,456 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
32,"2 BHK Independent House  - 1,200 sq ftAnora Kala, Lucknow",49.5,StatusReady to moveBathrooms2New/ResaleNew
33,"2 BHK Independent House  - 1,250 sq ftAnora Kala, Lucknow",49.5,StatusReady to moveBathrooms2New/ResaleNew
34,"2 BHK Independent House  - 1,200 sq ftHitashie Empire CityAnora Kala, Lucknow",49.5,StatusReady to moveBathrooms2New/ResaleNew
35,Hitashie Empire City ,49.5,"TypeVillaAreaView Floor Plans1,000 - 1,500 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
36,"2 BHK Villa  - 1,050 sq ftAlambagh, Lucknow",48,StatusReady to moveBathrooms2New/ResaleNew
37,"2 BHK Independent House  - 1,050 sq ftAlambagh, Lucknow",48,Carpet area1000 sq ftStatusReady to moveBathrooms2New/ResaleNew
38,"2 BHK Independent House  - 622 sq ftHalwasiya Shivlar Sambandh Phase 1Gosainganj, Lucknow",29,Carpet area622 sq ftStatusUnder ConstructionBathrooms1New/ResaleNew
39,Halwasiya Shivlar Sambandh Phase 1 ,23,TypeVillaCarpet Area422 - 633 sq ftStatusNew Launch
40,"2 BHK Independent House  - 1,285 sq ftManas Mayur ResidencyIndira Nagar, Lucknow",45,"Carpet area800 sq ftStatusUnder ConstructionBathrooms2Additional Rooms3 rooms(study room, servant room, pooja room)"
41,Manas Mayur Residency ,37.2,"TypeBuilderFloor, Villa, PlotAreaView Floor Plans783 - 1,500 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
42,"2 BHK Independent House  - 1,285 sq ftManas Mayur ResidencyIndira Nagar, Lucknow",45,"Carpet area800 sq ftStatusUnder ConstructionBathrooms2Additional Rooms3 rooms(study room, servant room, pooja room)"
43,Manas Mayur Residency ,37.2,"TypeBuilderFloor, Villa, PlotAreaView Floor Plans783 - 1,500 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
44,"2 BHK Independent House  - 1,285 sq ftManas Mayur ResidencyIndira Nagar, Lucknow",45,"Carpet area800 sq ftStatusUnder ConstructionBathrooms2Additional Rooms3 rooms(study room, servant room, pooja room)"
45,Manas Mayur Residency ,37.2,"TypeBuilderFloor, Villa, PlotAreaView Floor Plans783 - 1,500 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
46,"2 BHK Independent House  - 1,285 sq ftManas Mayur ResidencyIndira Nagar, Lucknow",45,"Carpet area820 sq ftStatusReady to moveBathrooms2Additional Rooms3 rooms(study room, servant room, pooja room)"
47,Manas Mayur Residency ,37.2,"TypeBuilderFloor, Villa, PlotAreaView Floor Plans783 - 1,500 sq fti* 1 sq M = 10.76 sq ftStatusReady to Move"
48,"2 BHK Villa  - 900 sq ftMubarakpur, Lucknow",30,Carpet area850 sq ftStatusReady to moveBathrooms2Balconies2
